Periodo;ComunidadesAutonomas;TipoAlojamiento;TipoResidente;Pernoctaciones;Viajero
1/01/2023; Andalucia;Albergues;Residentes en el Extranjero;28445;14122
1/01/2023; Andalucia;Albergues;Residentes en Espana;47558;15345
1/01/2023; Andalucia;Alojamientos de Turismo Rural;Residentes en el Extranjero;17663;3746
1/01/2023; Andalucia;Alojamientos de Turismo Rural;Residentes en Espana;36575;16025
1/01/2023; Andalucia;Apartamentos Turisticos;Residentes en el Extranjero;346997;72884
1/01/2023; Andalucia;Apartamentos Turisticos;Residentes en Espana;223000;82808
1/01/2023; Andalucia;Campings;Residentes en el Extranjero;281305;35873
1/01/2023; Andalucia;Campings;Residentes en Espana;56810;17164
1/01/2023; Andalucia;Hotelera;Residentes en el Extranjero;1040807;383406
1/01/2023; Andalucia;Hotelera;Residentes en Espana;1052987;571285
1/01/2023; Aragon;Albergues;Residentes en el Extranjero;3837;487
1/01/2023; Aragon;Albergues;Residentes en Espana;16053;8085
1/01/2023; Aragon;Alojamientos de Turismo Rural;Residentes en el Extranjero;1499;267
1/01/2023; Aragon;Alojamientos de Turismo Rural;Residentes en Espana;26551;9990
1/01/2023; Aragon;Apartamentos Turisticos;Residentes en el Extranjero;4100;811
1/01/2023; Aragon;Apartamentos Turisticos;Residentes en Espana;31437;10479
1/01/2023; Aragon;Campings;Residentes en el Extranjero;1614;1009
1/01/2023; Aragon;Campings;Residentes en Espana;11983;4446
1/01/2023; Aragon;Hotelera;Residentes en el Extranjero;52713;25171
1/01/2023; Aragon;Hotelera;Residentes en Espana;298673;143876
1/01/2023; Principado de Asturias;Albergues;Residentes en el Extranjero;19;19
1/01/2023; Principado de Asturias;Albergues;Residentes en Espana;236;189
1/01/2023; Principado de Asturias;Alojamientos de Turismo Rural;Residentes en el Extranjero;1205;522
1/01/2023; Principado de Asturias;Alojamientos de Turismo Rural;Residentes en Espana;12943;5625
1/01/2023; Principado de Asturias;Apartamentos Turisticos;Residentes en el Extranjero;125;2
1/01/2023; Principado de Asturias;Apartamentos Turisticos;Residentes en Espana;5232;1913
1/01/2023; Principado de Asturias;Hotelera;Residentes en el Extranjero;20152;7329
1/01/2023; Principado de Asturias;Hotelera;Residentes en Espana;109756;60741
1/01/2023; Illes Balears;Alojamientos de Turismo Rural;Residentes en el Extranjero;15170;4284
1/01/2023; Illes Balears;Alojamientos de Turismo Rural;Residentes en Espana;8576;4292
1/01/2023; Illes Balears;Apartamentos Turisticos;Residentes en el Extranjero;15351;2061
1/01/2023; Illes Balears;Apartamentos Turisticos;Residentes en Espana;4963;1366
1/01/2023; Illes Balears;Hotelera;Residentes en el Extranjero;151873;40466
1/01/2023; Illes Balears;Hotelera;Residentes en Espana;85942;35443
1/01/2023; Canarias;Albergues;Residentes en el Extranjero;14192;3365
1/01/2023; Canarias;Albergues;Residentes en Espana;1759;849
1/01/2023; Canarias;Alojamientos de Turismo Rural;Residentes en el Extranjero;30088;6056
1/01/2023; Canarias;Alojamientos de Turismo Rural;Residentes en Espana;9565;2268
1/01/2023; Canarias;Apartamentos Turisticos;Residentes en el Extranjero;2138004;236519
1/01/2023; Canarias;Apartamentos Turisticos;Residentes en Espana;138647;25136
1/01/2023; Canarias;Campings;Residentes en el Extranjero;11123;1459
1/01/2023; Canarias;Campings;Residentes en Espana;3088;1095
1/01/2023; Canarias;Hotelera;Residentes en el Extranjero;5155197;673560
1/01/2023; Canarias;Hotelera;Residentes en Espana;550612;131969
1/01/2023; Cantabria;Alojamientos de Turismo Rural;Residentes en el Extranjero;1605;567
1/01/2023; Cantabria;Alojamientos de Turismo Rural;Residentes en Espana;9593;4470
1/01/2023; Cantabria;Apartamentos Turisticos;Residentes en el Extranjero;820;221
1/01/2023; Cantabria;Apartamentos Turisticos;Residentes en Espana;11128;3356
1/01/2023; Cantabria;Campings;Residentes en el Extranjero;214;159
1/01/2023; Cantabria;Campings;Residentes en Espana;821;504
1/01/2023; Cantabria;Hotelera;Residentes en el Extranjero;13880;6507
1/01/2023; Cantabria;Hotelera;Residentes en Espana;54226;32706
1/01/2023; Castilla y Leon;Albergues;Residentes en el Extranjero;5796;2438
1/01/2023; Castilla y Leon;Albergues;Residentes en Espana;11699;4233
1/01/2023; Castilla y Leon;Alojamientos de Turismo Rural;Residentes en el Extranjero;6004;1975
1/01/2023; Castilla y Leon;Alojamientos de Turismo Rural;Residentes en Espana;52754;25542
1/01/2023; Castilla y Leon;Apartamentos Turisticos;Residentes en el Extranjero;4928;1726
1/01/2023; Castilla y Leon;Apartamentos Turisticos;Residentes en Espana;27695;12815
1/01/2023; Castilla y Leon;Campings;Residentes en el Extranjero;2818;1834
1/01/2023; Castilla y Leon;Campings;Residentes en Espana;2254;1135
1/01/2023; Castilla y Leon;Hotelera;Residentes en el Extranjero;73672;39620
1/01/2023; Castilla y Leon;Hotelera;Residentes en Espana;337703;188467
1/01/2023; Castilla - La Mancha;Alojamientos de Turismo Rural;Residentes en el Extranjero;1619;428
1/01/2023; Castilla - La Mancha;Alojamientos de Turismo Rural;Residentes en Espana;38662;16764
1/01/2023; Castilla - La Mancha;Apartamentos Turisticos;Residentes en el Extranjero;4922;876
1/01/2023; Castilla - La Mancha;Apartamentos Turisticos;Residentes en Espana;23863;5569
1/01/2023; Castilla - La Mancha;Campings;Residentes en el Extranjero;654;378
1/01/2023; Castilla - La Mancha;Campings;Residentes en Espana;8379;1347
1/01/2023; Castilla - La Mancha;Hotelera;Residentes en el Extranjero;41181;19703
1/01/2023; Castilla - La Mancha;Hotelera;Residentes en Espana;174284;104645
1/01/2023; Cataluna;Albergues;Residentes en el Extranjero;13345;6369
1/01/2023; Cataluna;Albergues;Residentes en Espana;10777;6944
1/01/2023; Cataluna;Alojamientos de Turismo Rural;Residentes en el Extranjero;6255;1886
1/01/2023; Cataluna;Alojamientos de Turismo Rural;Residentes en Espana;44529;20879
1/01/2023; Cataluna;Apartamentos Turisticos;Residentes en el Extranjero;68868;13173
1/01/2023; Cataluna;Apartamentos Turisticos;Residentes en Espana;98368;17163
1/01/2023; Cataluna;Campings;Residentes en el Extranjero;47714;12151
1/01/2023; Cataluna;Campings;Residentes en Espana;60773;28250
1/01/2023; Cataluna;Hotelera;Residentes en el Extranjero;1407393;531074
1/01/2023; Cataluna;Hotelera;Residentes en Espana;827185;430287
1/01/2023; Comunitat Valenciana;Albergues;Residentes en el Extranjero;25402;11634
1/01/2023; Comunitat Valenciana;Albergues;Residentes en Espana;5136;3209
1/01/2023; Comunitat Valenciana;Alojamientos de Turismo Rural;Residentes en el Extranjero;3010;510
1/01/2023; Comunitat Valenciana;Alojamientos de Turismo Rural;Residentes en Espana;13261;6669
1/01/2023; Comunitat Valenciana;Apartamentos Turisticos;Residentes en el Extranjero;338058;47681
1/01/2023; Comunitat Valenciana;Apartamentos Turisticos;Residentes en Espana;115964;26311
1/01/2023; Comunitat Valenciana;Campings;Residentes en el Extranjero;598786;35764
1/01/2023; Comunitat Valenciana;Campings;Residentes en Espana;82312;17128
1/01/2023; Comunitat Valenciana;Hotelera;Residentes en el Extranjero;629968;187657
1/01/2023; Comunitat Valenciana;Hotelera;Residentes en Espana;603564;277201
1/01/2023; Extremadura;Albergues;Residentes en el Extranjero;26;23
1/01/2023; Extremadura;Albergues;Residentes en Espana;415;260
1/01/2023; Extremadura;Alojamientos de Turismo Rural;Residentes en el Extranjero;1417;623
1/01/2023; Extremadura;Alojamientos de Turismo Rural;Residentes en Espana;17126;7666
1/01/2023; Extremadura;Apartamentos Turisticos;Residentes en el Extranjero;2204;1180
1/01/2023; Extremadura;Apartamentos Turisticos;Residentes en Espana;18203;8864
1/01/2023; Extremadura;Campings;Residentes en el Extranjero;1137;662
1/01/2023; Extremadura;Campings;Residentes en Espana;2599;1201
1/01/2023; Extremadura;Hotelera;Residentes en el Extranjero;17031;10805
1/01/2023; Extremadura;Hotelera;Residentes en Espana;111639;63367
1/01/2023; Galicia;Albergues;Residentes en el Extranjero;1410;1403
1/01/2023; Galicia;Albergues;Residentes en Espana;1567;1255
1/01/2023; Galicia;Alojamientos de Turismo Rural;Residentes en el Extranjero;501;380
1/01/2023; Galicia;Alojamientos de Turismo Rural;Residentes en Espana;5222;3029
1/01/2023; Galicia;Apartamentos Turisticos;Residentes en el Extranjero;6219;1362
1/01/2023; Galicia;Apartamentos Turisticos;Residentes en Espana;24862;8942
1/01/2023; Galicia;Campings;Residentes en el Extranjero;234;161
1/01/2023; Galicia;Campings;Residentes en Espana;1392;862
1/01/2023; Galicia;Hotelera;Residentes en el Extranjero;71033;33960
1/01/2023; Galicia;Hotelera;Residentes en Espana;249530;142572
1/01/2023; Comunidad de Madrid;Albergues;Residentes en el Extranjero;54073;25441
1/01/2023; Comunidad de Madrid;Albergues;Residentes en Espana;19711;11383
1/01/2023; Comunidad de Madrid;Alojamientos de Turismo Rural;Residentes en el Extranjero;1031;678
1/01/2023; Comunidad de Madrid;Alojamientos de Turismo Rural;Residentes en Espana;12215;6382
1/01/2023; Comunidad de Madrid;Apartamentos Turisticos;Residentes en el Extranjero;91882;25946
1/01/2023; Comunidad de Madrid;Apartamentos Turisticos;Residentes en Espana;80290;26167
1/01/2023; Comunidad de Madrid;Campings;Residentes en el Extranjero;3027;929
1/01/2023; Comunidad de Madrid;Campings;Residentes en Espana;35117;9954
1/01/2023; Comunidad de Madrid;Hotelera;Residentes en el Extranjero;816381;355327
1/01/2023; Comunidad de Madrid;Hotelera;Residentes en Espana;920267;532766
1/01/2023; Region de Murcia;Albergues;Residentes en el Extranjero;1185;334
1/01/2023; Region de Murcia;Albergues;Residentes en Espana;1194;658
1/01/2023; Region de Murcia;Alojamientos de Turismo Rural;Residentes en el Extranjero;210;33
1/01/2023; Region de Murcia;Alojamientos de Turismo Rural;Residentes en Espana;3437;1547
1/01/2023; Region de Murcia;Apartamentos Turisticos;Residentes en el Extranjero;10473;1182
1/01/2023; Region de Murcia;Apartamentos Turisticos;Residentes en Espana;17147;3235
1/01/2023; Region de Murcia;Campings;Residentes en el Extranjero;114366;6111
1/01/2023; Region de Murcia;Campings;Residentes en Espana;8228;1916
1/01/2023; Region de Murcia;Hotelera;Residentes en el Extranjero;33602;14831
1/01/2023; Region de Murcia;Hotelera;Residentes en Espana;96756;57474
1/01/2023; Comunidad Foral de Navarra;Alojamientos de Turismo Rural;Residentes en el Extranjero;3221;391
1/01/2023; Comunidad Foral de Navarra;Alojamientos de Turismo Rural;Residentes en Espana;13532;5709
1/01/2023; Comunidad Foral de Navarra;Apartamentos Turisticos;Residentes en el Extranjero;6243;1289
1/01/2023; Comunidad Foral de Navarra;Apartamentos Turisticos;Residentes en Espana;14577;6315
1/01/2023; Comunidad Foral de Navarra;Campings;Residentes en el Extranjero;132;123
1/01/2023; Comunidad Foral de Navarra;Campings;Residentes en Espana;4120;1631
1/01/2023; Comunidad Foral de Navarra;Hotelera;Residentes en el Extranjero;17642;9223
1/01/2023; Comunidad Foral de Navarra;Hotelera;Residentes en Espana;58946;35412
1/01/2023; Pais Vasco;Albergues;Residentes en el Extranjero;7139;3528
1/01/2023; Pais Vasco;Albergues;Residentes en Espana;14269;6056
1/01/2023; Pais Vasco;Alojamientos de Turismo Rural;Residentes en el Extranjero;1774;469
1/01/2023; Pais Vasco;Alojamientos de Turismo Rural;Residentes en Espana;11092;4710
1/01/2023; Pais Vasco;Apartamentos Turisticos;Residentes en el Extranjero;10408;1537
1/01/2023; Pais Vasco;Apartamentos Turisticos;Residentes en Espana;25692;5860
1/01/2023; Pais Vasco;Campings;Residentes en el Extranjero;2452;1867
1/01/2023; Pais Vasco;Campings;Residentes en Espana;3703;893
1/01/2023; Pais Vasco;Hotelera;Residentes en el Extranjero;109891;59199
1/01/2023; Pais Vasco;Hotelera;Residentes en Espana;230831;129514
1/01/2023; La Rioja;Albergues;Residentes en el Extranjero;507;507
1/01/2023; La Rioja;Albergues;Residentes en Espana;1055;855
1/01/2023; La Rioja;Alojamientos de Turismo Rural;Residentes en el Extranjero;266;85
1/01/2023; La Rioja;Alojamientos de Turismo Rural;Residentes en Espana;2385;990
1/01/2023; La Rioja;Apartamentos Turisticos;Residentes en el Extranjero;495;223
1/01/2023; La Rioja;Apartamentos Turisticos;Residentes en Espana;5256;2567
1/01/2023; La Rioja;Campings;Residentes en el Extranjero;84;211
1/01/2023; La Rioja;Campings;Residentes en Espana;1318;105
1/01/2023; La Rioja;Hotelera;Residentes en el Extranjero;4221;2393
1/01/2023; La Rioja;Hotelera;Residentes en Espana;35718;21694
1/01/2023; Ceuta;Hotelera;Residentes en el Extranjero;3655;1896
1/01/2023; Ceuta;Hotelera;Residentes en Espana;6251;2739
1/01/2023; Melilla;Hotelera;Residentes en el Extranjero;1372;886
1/01/2023; Melilla;Hotelera;Residentes en Espana;5943;2792
1/02/2023; Andalucia;Albergues;Residentes en el Extranjero;32292;16338
1/02/2023; Andalucia;Albergues;Residentes en Espana;61538;20642
1/02/2023; Andalucia;Alojamientos de Turismo Rural;Residentes en el Extranjero;24922;5643
1/02/2023; Andalucia;Alojamientos de Turismo Rural;Residentes en Espana;42879;18933
1/02/2023; Andalucia;Apartamentos Turisticos;Residentes en el Extranjero;403987;83926
1/02/2023; Andalucia;Apartamentos Turisticos;Residentes en Espana;253571;97249
1/02/2023; Andalucia;Campings;Residentes en el Extranjero;268405;36229
1/02/2023; Andalucia;Campings;Residentes en Espana;108771;26375
1/02/2023; Andalucia;Hotelera;Residentes en el Extranjero;1237573;423258
1/02/2023; Andalucia;Hotelera;Residentes en Espana;1313951;700088
1/02/2023; Aragon;Albergues;Residentes en el Extranjero;2757;294
1/02/2023; Aragon;Albergues;Residentes en Espana;21053;10234
1/02/2023; Aragon;Alojamientos de Turismo Rural;Residentes en el Extranjero;2105;577
1/02/2023; Aragon;Alojamientos de Turismo Rural;Residentes en Espana;32221;11770
1/02/2023; Aragon;Apartamentos Turisticos;Residentes en el Extranjero;6642;1280
1/02/2023; Aragon;Apartamentos Turisticos;Residentes en Espana;40657;14232
1/02/2023; Aragon;Campings;Residentes en el Extranjero;2474;1327
1/02/2023; Aragon;Campings;Residentes en Espana;14470;5898
1/02/2023; Aragon;Hotelera;Residentes en el Extranjero;70817;30690
1/02/2023; Aragon;Hotelera;Residentes en Espana;359031;166681
1/02/2023; Principado de Asturias;Albergues;Residentes en el Extranjero;82;69
1/02/2023; Principado de Asturias;Albergues;Residentes en Espana;444;331
1/02/2023; Principado de Asturias;Alojamientos de Turismo Rural;Residentes en el Extranjero;3021;1068
1/02/2023; Principado de Asturias;Alojamientos de Turismo Rural;Residentes en Espana;15350;7826
1/02/2023; Principado de Asturias;Apartamentos Turisticos;Residentes en el Extranjero;266;82
1/02/2023; Principado de Asturias;Apartamentos Turisticos;Residentes en Espana;6234;2559
1/02/2023; Principado de Asturias;Hotelera;Residentes en el Extranjero;22375;8900
1/02/2023; Principado de Asturias;Hotelera;Residentes en Espana;128762;72350
1/02/2023; Illes Balears;Alojamientos de Turismo Rural;Residentes en el Extranjero;23997;6376
1/02/2023; Illes Balears;Alojamientos de Turismo Rural;Residentes en Espana;10403;5242
1/02/2023; Illes Balears;Apartamentos Turisticos;Residentes en el Extranjero;25212;3782
1/02/2023; Illes Balears;Apartamentos Turisticos;Residentes en Espana;6354;1552
1/02/2023; Illes Balears;Hotelera;Residentes en el Extranjero;326250;73205
1/02/2023; Illes Balears;Hotelera;Residentes en Espana;140170;51577
1/02/2023; Canarias;Albergues;Residentes en el Extranjero;12268;2699
1/02/2023; Canarias;Albergues;Residentes en Espana;969;437
1/02/2023; Canarias;Alojamientos de Turismo Rural;Residentes en el Extranjero;30791;5854
1/02/2023; Canarias;Alojamientos de Turismo Rural;Residentes en Espana;8651;2387
1/02/2023; Canarias;Apartamentos Turisticos;Residentes en el Extranjero;2016861;228368
1/02/2023; Canarias;Apartamentos Turisticos;Residentes en Espana;122981;25351
1/02/2023; Canarias;Campings;Residentes en el Extranjero;10931;1484
1/02/2023; Canarias;Campings;Residentes en Espana;3009;1265
1/02/2023; Canarias;Hotelera;Residentes en el Extranjero;5016387;700653
1/02/2023; Canarias;Hotelera;Residentes en Espana;466900;127103
1/02/2023; Cantabria;Alojamientos de Turismo Rural;Residentes en el Extranjero;1684;816
1/02/2023; Cantabria;Alojamientos de Turismo Rural;Residentes en Espana;14657;7098
1/02/2023; Cantabria;Apartamentos Turisticos;Residentes en el Extranjero;1491;327
1/02/2023; Cantabria;Apartamentos Turisticos;Residentes en Espana;11495;3937
1/02/2023; Cantabria;Campings;Residentes en el Extranjero;484;375
1/02/2023; Cantabria;Campings;Residentes en Espana;983;640
1/02/2023; Cantabria;Hotelera;Residentes en el Extranjero;16067;7919
1/02/2023; Cantabria;Hotelera;Residentes en Espana;70187;43103
1/02/2023; Castilla y Leon;Albergues;Residentes en el Extranjero;8393;5164
1/02/2023; Castilla y Leon;Albergues;Residentes en Espana;10998;4613
1/02/2023; Castilla y Leon;Alojamientos de Turismo Rural;Residentes en el Extranjero;10280;3083
1/02/2023; Castilla y Leon;Alojamientos de Turismo Rural;Residentes en Espana;75365;38104
1/02/2023; Castilla y Leon;Apartamentos Turisticos;Residentes en el Extranjero;5109;2443
1/02/2023; Castilla y Leon;Apartamentos Turisticos;Residentes en Espana;33425;15666
1/02/2023; Castilla y Leon;Campings;Residentes en el Extranjero;4553;3189
1/02/2023; Castilla y Leon;Campings;Residentes en Espana;3773;1984
1/02/2023; Castilla y Leon;Hotelera;Residentes en el Extranjero;83603;44961
1/02/2023; Castilla y Leon;Hotelera;Residentes en Espana;399182;232598
1/02/2023; Castilla - La Mancha;Albergues;Residentes en Espana;853;474
1/02/2023; Castilla - La Mancha;Alojamientos de Turismo Rural;Residentes en el Extranjero;3406;700
1/02/2023; Castilla - La Mancha;Alojamientos de Turismo Rural;Residentes en Espana;43824;20469
1/02/2023; Castilla - La Mancha;Apartamentos Turisticos;Residentes en el Extranjero;3283;253
1/02/2023; Castilla - La Mancha;Apartamentos Turisticos;Residentes en Espana;21323;5351
1/02/2023; Castilla - La Mancha;Campings;Residentes en el Extranjero;1673;646
1/02/2023; Castilla - La Mancha;Campings;Residentes en Espana;7944;1560
1/02/2023; Castilla - La Mancha;Hotelera;Residentes en el Extranjero;40083;19801
1/02/2023; Castilla - La Mancha;Hotelera;Residentes en Espana;203048;120457
1/02/2023; Cataluna;Albergues;Residentes en el Extranjero;23182;11748
1/02/2023; Cataluna;Albergues;Residentes en Espana;15396;8963
1/02/2023; Cataluna;Alojamientos de Turismo Rural;Residentes en el Extranjero;6419;2473
1/02/2023; Cataluna;Alojamientos de Turismo Rural;Residentes en Espana;53292;26162
1/02/2023; Cataluna;Apartamentos Turisticos;Residentes en el Extranjero;81670;17588
1/02/2023; Cataluna;Apartamentos Turisticos;Residentes en Espana;94226;18198
1/02/2023; Cataluna;Campings;Residentes en el Extranjero;51564;13694
1/02/2023; Cataluna;Campings;Residentes en Espana;85663;46325
1/02/2023; Cataluna;Hotelera;Residentes en el Extranjero;1698437;610645
1/02/2023; Cataluna;Hotelera;Residentes en Espana;865261;441268
1/02/2023; Comunitat Valenciana;Albergues;Residentes en el Extranjero;15018;6522
1/02/2023; Comunitat Valenciana;Albergues;Residentes en Espana;7264;3575
1/02/2023; Comunitat Valenciana;Alojamientos de Turismo Rural;Residentes en el Extranjero;2659;721
1/02/2023; Comunitat Valenciana;Alojamientos de Turismo Rural;Residentes en Espana;15083;7970
1/02/2023; Comunitat Valenciana;Apartamentos Turisticos;Residentes en el Extranjero;343217;50771
1/02/2023; Comunitat Valenciana;Apartamentos Turisticos;Residentes en Espana;123737;30124
1/02/2023; Comunitat Valenciana;Campings;Residentes en el Extranjero;592842;31357
1/02/2023; Comunitat Valenciana;Campings;Residentes en Espana;77563;15899
1/02/2023; Comunitat Valenciana;Hotelera;Residentes en el Extranjero;706390;205413
1/02/2023; Comunitat Valenciana;Hotelera;Residentes en Espana;712722;332832
1/02/2023; Extremadura;Albergues;Residentes en el Extranjero;42;30
1/02/2023; Extremadura;Albergues;Residentes en Espana;982;502
1/02/2023; Extremadura;Alojamientos de Turismo Rural;Residentes en el Extranjero;2847;1167
1/02/2023; Extremadura;Alojamientos de Turismo Rural;Residentes en Espana;24527;11668
1/02/2023; Extremadura;Apartamentos Turisticos;Residentes en el Extranjero;3548;1362
1/02/2023; Extremadura;Apartamentos Turisticos;Residentes en Espana;19938;9723
1/02/2023; Extremadura;Campings;Residentes en el Extranjero;1960;1006
1/02/2023; Extremadura;Campings;Residentes en Espana;3733;1802
1/02/2023; Extremadura;Hotelera;Residentes en el Extranjero;18939;11957
1/02/2023; Extremadura;Hotelera;Residentes en Espana;140801;79029
1/02/2023; Galicia;Albergues;Residentes en el Extranjero;5191;5048
1/02/2023; Galicia;Albergues;Residentes en Espana;2846;2549
1/02/2023; Galicia;Alojamientos de Turismo Rural;Residentes en el Extranjero;950;512
1/02/2023; Galicia;Alojamientos de Turismo Rural;Residentes en Espana;6264;4020
1/02/2023; Galicia;Apartamentos Turisticos;Residentes en el Extranjero;6669;1120
1/02/2023; Galicia;Apartamentos Turisticos;Residentes en Espana;20964;8500
1/02/2023; Galicia;Campings;Residentes en el Extranjero;734;371
1/02/2023; Galicia;Campings;Residentes en Espana;1582;1046
1/02/2023; Galicia;Hotelera;Residentes en el Extranjero;70802;36229
1/02/2023; Galicia;Hotelera;Residentes en Espana;280657;160423
1/02/2023; Comunidad de Madrid;Albergues;Residentes en el Extranjero;51968;24383
1/02/2023; Comunidad de Madrid;Albergues;Residentes en Espana;17706;10410
1/02/2023; Comunidad de Madrid;Alojamientos de Turismo Rural;Residentes en el Extranjero;1215;810
1/02/2023; Comunidad de Madrid;Alojamientos de Turismo Rural;Residentes en Espana;14309;8168
1/02/2023; Comunidad de Madrid;Apartamentos Turisticos;Residentes en el Extranjero;88384;28077
1/02/2023; Comunidad de Madrid;Apartamentos Turisticos;Residentes en Espana;77721;26991
1/02/2023; Comunidad de Madrid;Campings;Residentes en el Extranjero;2220;959
1/02/2023; Comunidad de Madrid;Campings;Residentes en Espana;38304;11856
1/02/2023; Comunidad de Madrid;Hotelera;Residentes en el Extranjero;801952;355868
1/02/2023; Comunidad de Madrid;Hotelera;Residentes en Espana;903932;523275
1/02/2023; Region de Murcia;Albergues;Residentes en el Extranjero;1135;537
1/02/2023; Region de Murcia;Albergues;Residentes en Espana;1658;988
1/02/2023; Region de Murcia;Alojamientos de Turismo Rural;Residentes en el Extranjero;699;75
1/02/2023; Region de Murcia;Alojamientos de Turismo Rural;Residentes en Espana;3798;1802
1/02/2023; Region de Murcia;Apartamentos Turisticos;Residentes en el Extranjero;12215;1746
1/02/2023; Region de Murcia;Apartamentos Turisticos;Residentes en Espana;16535;3466
1/02/2023; Region de Murcia;Campings;Residentes en el Extranjero;103146;4621
1/02/2023; Region de Murcia;Campings;Residentes en Espana;5973;1531
1/02/2023; Region de Murcia;Hotelera;Residentes en el Extranjero;38892;15480
1/02/2023; Region de Murcia;Hotelera;Residentes en Espana;132000;70462
1/02/2023; Comunidad Foral de Navarra;Albergues;Residentes en el Extranjero;373;145
1/02/2023; Comunidad Foral de Navarra;Albergues;Residentes en Espana;12286;3341
1/02/2023; Comunidad Foral de Navarra;Alojamientos de Turismo Rural;Residentes en el Extranjero;2906;358
1/02/2023; Comunidad Foral de Navarra;Alojamientos de Turismo Rural;Residentes en Espana;14926;6707
1/02/2023; Comunidad Foral de Navarra;Apartamentos Turisticos;Residentes en el Extranjero;5931;1353
1/02/2023; Comunidad Foral de Navarra;Apartamentos Turisticos;Residentes en Espana;14654;6017
1/02/2023; Comunidad Foral de Navarra;Campings;Residentes en el Extranjero;297;214
1/02/2023; Comunidad Foral de Navarra;Campings;Residentes en Espana;6573;3046
1/02/2023; Comunidad Foral de Navarra;Hotelera;Residentes en el Extranjero;18806;9585
1/02/2023; Comunidad Foral de Navarra;Hotelera;Residentes en Espana;75029;43761
1/02/2023; Pais Vasco;Albergues;Residentes en el Extranjero;6293;3094
1/02/2023; Pais Vasco;Albergues;Residentes en Espana;18145;8220
1/02/2023; Pais Vasco;Alojamientos de Turismo Rural;Residentes en el Extranjero;2094;929
1/02/2023; Pais Vasco;Alojamientos de Turismo Rural;Residentes en Espana;13568;6257
1/02/2023; Pais Vasco;Apartamentos Turisticos;Residentes en el Extranjero;12623;2871
1/02/2023; Pais Vasco;Apartamentos Turisticos;Residentes en Espana;26903;6978
1/02/2023; Pais Vasco;Campings;Residentes en el Extranjero;4045;2811
1/02/2023; Pais Vasco;Campings;Residentes en Espana;4167;1353
1/02/2023; Pais Vasco;Hotelera;Residentes en el Extranjero;132714;69644
1/02/2023; Pais Vasco;Hotelera;Residentes en Espana;252467;138537
1/02/2023; La Rioja;Albergues;Residentes en el Extranjero;947;747
1/02/2023; La Rioja;Albergues;Residentes en Espana;2505;1804
1/02/2023; La Rioja;Alojamientos de Turismo Rural;Residentes en el Extranjero;93;56
1/02/2023; La Rioja;Alojamientos de Turismo Rural;Residentes en Espana;3829;1885
1/02/2023; La Rioja;Apartamentos Turisticos;Residentes en el Extranjero;449;136
1/02/2023; La Rioja;Apartamentos Turisticos;Residentes en Espana;8559;3927
1/02/2023; La Rioja;Campings;Residentes en el Extranjero;728;420
1/02/2023; La Rioja;Campings;Residentes en Espana;4358;840
1/02/2023; La Rioja;Hotelera;Residentes en el Extranjero;5345;3126
1/02/2023; La Rioja;Hotelera;Residentes en Espana;49489;28020
1/02/2023; Ceuta;Hotelera;Residentes en el Extranjero;1977;1235
1/02/2023; Ceuta;Hotelera;Residentes en Espana;6917;3453
1/02/2023; Melilla;Hotelera;Residentes en el Extranjero;805;499
1/02/2023; Melilla;Hotelera;Residentes en Espana;7828;2979
1/03/2023; Andalucia;Albergues;Residentes en el Extranjero;39131;17425
1/03/2023; Andalucia;Albergues;Residentes en Espana;74194;26037
1/03/2023; Andalucia;Alojamientos de Turismo Rural;Residentes en el Extranjero;35651;10284
1/03/2023; Andalucia;Alojamientos de Turismo Rural;Residentes en Espana;40266;19112
1/03/2023; Andalucia;Apartamentos Turisticos;Residentes en el Extranjero;435804;93665
1/03/2023; Andalucia;Apartamentos Turisticos;Residentes en Espana;234354;89929
1/03/2023; Andalucia;Campings;Residentes en el Extranjero;237548;38546
1/03/2023; Andalucia;Campings;Residentes en Espana;119827;31247
1/03/2023; Andalucia;Hotelera;Residentes en el Extranjero;1777406;614154
1/03/2023; Andalucia;Hotelera;Residentes en Espana;1583785;804822
1/03/2023; Aragon;Albergues;Residentes en el Extranjero;2021;712
1/03/2023; Aragon;Albergues;Residentes en Espana;25980;12811
1/03/2023; Aragon;Alojamientos de Turismo Rural;Residentes en el Extranjero;3099;723
1/03/2023; Aragon;Alojamientos de Turismo Rural;Residentes en Espana;31026;11899
1/03/2023; Aragon;Apartamentos Turisticos;Residentes en el Extranjero;6880;1545
1/03/2023; Aragon;Apartamentos Turisticos;Residentes en Espana;32746;12879
1/03/2023; Aragon;Campings;Residentes en el Extranjero;11048;4427
1/03/2023; Aragon;Campings;Residentes en Espana;19362;8638
1/03/2023; Aragon;Hotelera;Residentes en el Extranjero;75187;34318
1/03/2023; Aragon;Hotelera;Residentes en Espana;371136;182032
1/03/2023; Principado de Asturias;Albergues;Residentes en el Extranjero;1348;1263
1/03/2023; Principado de Asturias;Albergues;Residentes en Espana;2460;1238
1/03/2023; Principado de Asturias;Alojamientos de Turismo Rural;Residentes en el Extranjero;2510;1041
1/03/2023; Principado de Asturias;Alojamientos de Turismo Rural;Residentes en Espana;16190;7969
1/03/2023; Principado de Asturias;Apartamentos Turisticos;Residentes en el Extranjero;435;200
1/03/2023; Principado de Asturias;Apartamentos Turisticos;Residentes en Espana;6955;2831
