Periodo;ComunidadesAutonomas;TipoAlojamiento;TipoResidente;Pernoctaciones;Viajero
1/07/2024; La Rioja;Campings;Residentes en Espana;79575;16438
1/07/2024; La Rioja;Hotelera;Residentes en el Extranjero;23678;13809
1/07/2024; La Rioja;Hotelera;Residentes en Espana;72164;43245
1/07/2024; Ceuta;Hotelera;Residentes en el Extranjero;4881;2589
1/07/2024; Ceuta;Hotelera;Residentes en Espana;8083;3689
1/07/2024; Melilla;Hotelera;Residentes en el Extranjero;1813;1155
1/07/2024; Melilla;Hotelera;Residentes en Espana;8250;3225
1/08/2024; Andalucia;Albergues;Residentes en el Extranjero;52640;21379
1/08/2024; Andalucia;Albergues;Residentes en Espana;42877;13564
1/08/2024; Andalucia;Alojamientos de Turismo Rural;Residentes en el Extranjero;133569;19646
1/08/2024; Andalucia;Alojamientos de Turismo Rural;Residentes en Espana;135340;39094
1/08/2024; Andalucia;Apartamentos Turisticos;Residentes en el Extranjero;835491;186451
1/08/2024; Andalucia;Apartamentos Turisticos;Residentes en Espana;967692;220600
1/08/2024; Andalucia;Campings;Residentes en el Extranjero;140731;41734
1/08/2024; Andalucia;Campings;Residentes en Espana;1074106;220582
1/08/2024; Andalucia;Hotelera;Residentes en el Extranjero;3440371;960421
1/08/2024; Andalucia;Hotelera;Residentes en Espana;3999441;1264244
1/08/2024; Aragon;Albergues;Residentes en el Extranjero;9833;3016
1/08/2024; Aragon;Albergues;Residentes en Espana;43937;16193
1/08/2024; Aragon;Alojamientos de Turismo Rural;Residentes en el Extranjero;20743;6590
1/08/2024; Aragon;Alojamientos de Turismo Rural;Residentes en Espana;101495;29689
1/08/2024; Aragon;Apartamentos Turisticos;Residentes en el Extranjero;24852;4693
1/08/2024; Aragon;Apartamentos Turisticos;Residentes en Espana;105727;21763
1/08/2024; Aragon;Campings;Residentes en el Extranjero;109988;39417
1/08/2024; Aragon;Campings;Residentes en Espana;369966;96967
1/08/2024; Aragon;Hotelera;Residentes en el Extranjero;153303;83394
1/08/2024; Aragon;Hotelera;Residentes en Espana;577511;272508
1/08/2024; Principado de Asturias;Albergues;Residentes en el Extranjero;25122;13971
1/08/2024; Principado de Asturias;Albergues;Residentes en Espana;27664;12840
1/08/2024; Principado de Asturias;Alojamientos de Turismo Rural;Residentes en el Extranjero;22599;5687
1/08/2024; Principado de Asturias;Alojamientos de Turismo Rural;Residentes en Espana;245498;57563
1/08/2024; Principado de Asturias;Apartamentos Turisticos;Residentes en el Extranjero;13728;2385
1/08/2024; Principado de Asturias;Apartamentos Turisticos;Residentes en Espana;111346;23330
1/08/2024; Principado de Asturias;Campings;Residentes en el Extranjero;86851;32918
1/08/2024; Principado de Asturias;Campings;Residentes en Espana;369470;72492
1/08/2024; Principado de Asturias;Hotelera;Residentes en el Extranjero;107139;57215
1/08/2024; Principado de Asturias;Hotelera;Residentes en Espana;594026;239336
1/08/2024; Illes Balears;Alojamientos de Turismo Rural;Residentes en el Extranjero;225020;64190
1/08/2024; Illes Balears;Alojamientos de Turismo Rural;Residentes en Espana;34268;11960
1/08/2024; Illes Balears;Apartamentos Turisticos;Residentes en el Extranjero;1410416;232063
1/08/2024; Illes Balears;Apartamentos Turisticos;Residentes en Espana;328213;69612
1/08/2024; Illes Balears;Campings;Residentes en el Extranjero;38533;5018
1/08/2024; Illes Balears;Campings;Residentes en Espana;33850;6401
1/08/2024; Illes Balears;Hotelera;Residentes en el Extranjero;10437285;1835257
1/08/2024; Illes Balears;Hotelera;Residentes en Espana;979934;232557
1/08/2024; Canarias;Albergues;Residentes en el Extranjero;12452;2568
1/08/2024; Canarias;Albergues;Residentes en Espana;3470;937
1/08/2024; Canarias;Alojamientos de Turismo Rural;Residentes en el Extranjero;14765;2455
1/08/2024; Canarias;Alojamientos de Turismo Rural;Residentes en Espana;15192;3824
1/08/2024; Canarias;Apartamentos Turisticos;Residentes en el Extranjero;1931446;225993
1/08/2024; Canarias;Apartamentos Turisticos;Residentes en Espana;538641;101091
1/08/2024; Canarias;Campings;Residentes en el Extranjero;5597;301
1/08/2024; Canarias;Campings;Residentes en Espana;13667;6068
1/08/2024; Canarias;Hotelera;Residentes en el Extranjero;5527246;703149
1/08/2024; Canarias;Hotelera;Residentes en Espana;1376427;301917
1/08/2024; Cantabria;Albergues;Residentes en el Extranjero;2521;2013
1/08/2024; Cantabria;Albergues;Residentes en Espana;4856;1566
1/08/2024; Cantabria;Alojamientos de Turismo Rural;Residentes en el Extranjero;25791;9806
1/08/2024; Cantabria;Alojamientos de Turismo Rural;Residentes en Espana;169905;45492
1/08/2024; Cantabria;Apartamentos Turisticos;Residentes en el Extranjero;10145;1676
1/08/2024; Cantabria;Apartamentos Turisticos;Residentes en Espana;92642;16219
1/08/2024; Cantabria;Campings;Residentes en el Extranjero;120353;38040
1/08/2024; Cantabria;Campings;Residentes en Espana;441374;80578
1/08/2024; Cantabria;Hotelera;Residentes en el Extranjero;97193;47134
1/08/2024; Cantabria;Hotelera;Residentes en Espana;485547;176232
1/08/2024; Castilla y Leon;Albergues;Residentes en el Extranjero;18787;13931
1/08/2024; Castilla y Leon;Albergues;Residentes en Espana;64342;17255
1/08/2024; Castilla y Leon;Alojamientos de Turismo Rural;Residentes en el Extranjero;32809;14042
1/08/2024; Castilla y Leon;Alojamientos de Turismo Rural;Residentes en Espana;309267;99030
1/08/2024; Castilla y Leon;Apartamentos Turisticos;Residentes en el Extranjero;24814;10520
1/08/2024; Castilla y Leon;Apartamentos Turisticos;Residentes en Espana;102412;39433
1/08/2024; Castilla y Leon;Campings;Residentes en el Extranjero;49037;32734
1/08/2024; Castilla y Leon;Campings;Residentes en Espana;196421;59501
1/08/2024; Castilla y Leon;Hotelera;Residentes en el Extranjero;234449;170061
1/08/2024; Castilla y Leon;Hotelera;Residentes en Espana;803782;475593
1/08/2024; Castilla - La Mancha;Albergues;Residentes en el Extranjero;79;21
1/08/2024; Castilla - La Mancha;Albergues;Residentes en Espana;32801;5462
1/08/2024; Castilla - La Mancha;Alojamientos de Turismo Rural;Residentes en el Extranjero;4397;1915
1/08/2024; Castilla - La Mancha;Alojamientos de Turismo Rural;Residentes en Espana;141713;48854
1/08/2024; Castilla - La Mancha;Apartamentos Turisticos;Residentes en el Extranjero;5003;1698
1/08/2024; Castilla - La Mancha;Apartamentos Turisticos;Residentes en Espana;47976;16555
1/08/2024; Castilla - La Mancha;Campings;Residentes en el Extranjero;5625;3519
1/08/2024; Castilla - La Mancha;Campings;Residentes en Espana;89835;24724
1/08/2024; Castilla - La Mancha;Hotelera;Residentes en el Extranjero;59530;38248
1/08/2024; Castilla - La Mancha;Hotelera;Residentes en Espana;321854;178662
1/08/2024; Cataluna;Albergues;Residentes en el Extranjero;57814;21015
1/08/2024; Cataluna;Albergues;Residentes en Espana;70616;20760
1/08/2024; Cataluna;Alojamientos de Turismo Rural;Residentes en el Extranjero;87953;17983
1/08/2024; Cataluna;Alojamientos de Turismo Rural;Residentes en Espana;165909;41074
1/08/2024; Cataluna;Apartamentos Turisticos;Residentes en el Extranjero;705437;97417
1/08/2024; Cataluna;Apartamentos Turisticos;Residentes en Espana;426264;67273
1/08/2024; Cataluna;Campings;Residentes en el Extranjero;2885305;347055
1/08/2024; Cataluna;Campings;Residentes en Espana;2601125;489464
1/08/2024; Cataluna;Hotelera;Residentes en el Extranjero;6412587;1731024
1/08/2024; Cataluna;Hotelera;Residentes en Espana;2499907;899063
1/08/2024; Comunitat Valenciana;Albergues;Residentes en el Extranjero;49092;19068
1/08/2024; Comunitat Valenciana;Albergues;Residentes en Espana;43854;15041
1/08/2024; Comunitat Valenciana;Alojamientos de Turismo Rural;Residentes en el Extranjero;18466;3929
1/08/2024; Comunitat Valenciana;Alojamientos de Turismo Rural;Residentes en Espana;51227;16656
1/08/2024; Comunitat Valenciana;Apartamentos Turisticos;Residentes en el Extranjero;1213109;171148
1/08/2024; Comunitat Valenciana;Apartamentos Turisticos;Residentes en Espana;1321681;201296
1/08/2024; Comunitat Valenciana;Campings;Residentes en el Extranjero;411381;52829
1/08/2024; Comunitat Valenciana;Campings;Residentes en Espana;949244;157311
1/08/2024; Comunitat Valenciana;Hotelera;Residentes en el Extranjero;1785392;474622
1/08/2024; Comunitat Valenciana;Hotelera;Residentes en Espana;2235983;662677
1/08/2024; Extremadura;Albergues;Residentes en el Extranjero;112;50
1/08/2024; Extremadura;Albergues;Residentes en Espana;4694;2008
1/08/2024; Extremadura;Alojamientos de Turismo Rural;Residentes en el Extranjero;11762;4970
1/08/2024; Extremadura;Alojamientos de Turismo Rural;Residentes en Espana;87143;31086
1/08/2024; Extremadura;Apartamentos Turisticos;Residentes en el Extranjero;7275;3582
1/08/2024; Extremadura;Apartamentos Turisticos;Residentes en Espana;52969;24978
1/08/2024; Extremadura;Campings;Residentes en el Extranjero;3987;1860
1/08/2024; Extremadura;Campings;Residentes en Espana;84757;20171
1/08/2024; Extremadura;Hotelera;Residentes en el Extranjero;50486;35203
1/08/2024; Extremadura;Hotelera;Residentes en Espana;244946;144684
1/08/2024; Galicia;Albergues;Residentes en el Extranjero;100092;84054
1/08/2024; Galicia;Albergues;Residentes en Espana;141684;116471
1/08/2024; Galicia;Alojamientos de Turismo Rural;Residentes en el Extranjero;20814;9690
1/08/2024; Galicia;Alojamientos de Turismo Rural;Residentes en Espana;81760;28161
1/08/2024; Galicia;Apartamentos Turisticos;Residentes en el Extranjero;26996;9596
1/08/2024; Galicia;Apartamentos Turisticos;Residentes en Espana;174543;45897
1/08/2024; Galicia;Campings;Residentes en el Extranjero;99430;39321
1/08/2024; Galicia;Campings;Residentes en Espana;422636;99347
1/08/2024; Galicia;Hotelera;Residentes en el Extranjero;355320;196045
1/08/2024; Galicia;Hotelera;Residentes en Espana;1318480;571714
1/08/2024; Comunidad de Madrid;Albergues;Residentes en el Extranjero;84863;43595
1/08/2024; Comunidad de Madrid;Albergues;Residentes en Espana;22545;13325
1/08/2024; Comunidad de Madrid;Alojamientos de Turismo Rural;Residentes en el Extranjero;3177;1023
1/08/2024; Comunidad de Madrid;Alojamientos de Turismo Rural;Residentes en Espana;26330;11574
1/08/2024; Comunidad de Madrid;Apartamentos Turisticos;Residentes en el Extranjero;135721;38363
1/08/2024; Comunidad de Madrid;Apartamentos Turisticos;Residentes en Espana;90443;24597
1/08/2024; Comunidad de Madrid;Campings;Residentes en el Extranjero;17022;3511
1/08/2024; Comunidad de Madrid;Campings;Residentes en Espana;171723;45052
1/08/2024; Comunidad de Madrid;Hotelera;Residentes en el Extranjero;1218321;561407
1/08/2024; Comunidad de Madrid;Hotelera;Residentes en Espana;835742;471259
1/08/2024; Region de Murcia;Albergues;Residentes en el Extranjero;1928;659
1/08/2024; Region de Murcia;Albergues;Residentes en Espana;5006;1934
1/08/2024; Region de Murcia;Alojamientos de Turismo Rural;Residentes en el Extranjero;2303;243
1/08/2024; Region de Murcia;Alojamientos de Turismo Rural;Residentes en Espana;24229;4671
1/08/2024; Region de Murcia;Apartamentos Turisticos;Residentes en el Extranjero;33418;6220
1/08/2024; Region de Murcia;Apartamentos Turisticos;Residentes en Espana;136777;19684
1/08/2024; Region de Murcia;Campings;Residentes en el Extranjero;32610;4137
1/08/2024; Region de Murcia;Campings;Residentes en Espana;187168;28660
1/08/2024; Region de Murcia;Hotelera;Residentes en el Extranjero;127146;48070
1/08/2024; Region de Murcia;Hotelera;Residentes en Espana;312672;122905
1/08/2024; Comunidad Foral de Navarra;Albergues;Residentes en el Extranjero;40394;40079
1/08/2024; Comunidad Foral de Navarra;Albergues;Residentes en Espana;29061;21061
1/08/2024; Comunidad Foral de Navarra;Alojamientos de Turismo Rural;Residentes en el Extranjero;8471;2576
1/08/2024; Comunidad Foral de Navarra;Alojamientos de Turismo Rural;Residentes en Espana;85504;24101
1/08/2024; Comunidad Foral de Navarra;Apartamentos Turisticos;Residentes en el Extranjero;27134;9927
1/08/2024; Comunidad Foral de Navarra;Apartamentos Turisticos;Residentes en Espana;40412;12062
1/08/2024; Comunidad Foral de Navarra;Campings;Residentes en el Extranjero;26893;13093
1/08/2024; Comunidad Foral de Navarra;Campings;Residentes en Espana;175219;34035
1/08/2024; Comunidad Foral de Navarra;Hotelera;Residentes en el Extranjero;84237;45955
1/08/2024; Comunidad Foral de Navarra;Hotelera;Residentes en Espana;181155;81017
1/08/2024; Pais Vasco;Albergues;Residentes en el Extranjero;45086;22009
1/08/2024; Pais Vasco;Albergues;Residentes en Espana;59569;30548
1/08/2024; Pais Vasco;Alojamientos de Turismo Rural;Residentes en el Extranjero;21903;7650
1/08/2024; Pais Vasco;Alojamientos de Turismo Rural;Residentes en Espana;65175;18069
1/08/2024; Pais Vasco;Apartamentos Turisticos;Residentes en el Extranjero;55573;17098
1/08/2024; Pais Vasco;Apartamentos Turisticos;Residentes en Espana;52517;16126
1/08/2024; Pais Vasco;Campings;Residentes en el Extranjero;130039;44471
1/08/2024; Pais Vasco;Campings;Residentes en Espana;130801;28528
1/08/2024; Pais Vasco;Hotelera;Residentes en el Extranjero;446244;221825
1/08/2024; Pais Vasco;Hotelera;Residentes en Espana;437803;194447
1/08/2024; La Rioja;Albergues;Residentes en el Extranjero;3256;3233
1/08/2024; La Rioja;Albergues;Residentes en Espana;4566;2443
1/08/2024; La Rioja;Alojamientos de Turismo Rural;Residentes en el Extranjero;2743;1093
1/08/2024; La Rioja;Alojamientos de Turismo Rural;Residentes en Espana;11630;3521
1/08/2024; La Rioja;Apartamentos Turisticos;Residentes en el Extranjero;8222;2114
1/08/2024; La Rioja;Apartamentos Turisticos;Residentes en Espana;32428;8081
1/08/2024; La Rioja;Campings;Residentes en el Extranjero;7084;4420
1/08/2024; La Rioja;Campings;Residentes en Espana;92732;17439
1/08/2024; La Rioja;Hotelera;Residentes en el Extranjero;21343;13604
1/08/2024; La Rioja;Hotelera;Residentes en Espana;100040;59567
1/08/2024; Ceuta;Hotelera;Residentes en el Extranjero;7984;3699
1/08/2024; Ceuta;Hotelera;Residentes en Espana;9730;4189
1/08/2024; Melilla;Hotelera;Residentes en el Extranjero;4697;3378
1/08/2024; Melilla;Hotelera;Residentes en Espana;10525;3814
1/09/2024; Andalucia;Albergues;Residentes en el Extranjero;49212;22375
1/09/2024; Andalucia;Albergues;Residentes en Espana;50418;15608
1/09/2024; Andalucia;Alojamientos de Turismo Rural;Residentes en el Extranjero;91367;17021
1/09/2024; Andalucia;Alojamientos de Turismo Rural;Residentes en Espana;57907;23579
1/09/2024; Andalucia;Apartamentos Turisticos;Residentes en el Extranjero;593678;158915
1/09/2024; Andalucia;Apartamentos Turisticos;Residentes en Espana;477712;132344
1/09/2024; Andalucia;Campings;Residentes en el Extranjero;199332;59761
1/09/2024; Andalucia;Campings;Residentes en Espana;429992;99366
1/09/2024; Andalucia;Hotelera;Residentes en el Extranjero;3587490;1034823
1/09/2024; Andalucia;Hotelera;Residentes en Espana;2493093;991041
1/09/2024; Aragon;Albergues;Residentes en el Extranjero;51;51
1/09/2024; Aragon;Albergues;Residentes en Espana;6851;5097
1/09/2024; Aragon;Alojamientos de Turismo Rural;Residentes en el Extranjero;9275;3543
1/09/2024; Aragon;Alojamientos de Turismo Rural;Residentes en Espana;45489;19391
1/09/2024; Aragon;Apartamentos Turisticos;Residentes en el Extranjero;11133;2985
1/09/2024; Aragon;Apartamentos Turisticos;Residentes en Espana;36200;13507
1/09/2024; Aragon;Campings;Residentes en el Extranjero;47048;21295
1/09/2024; Aragon;Campings;Residentes en Espana;59306;23899
1/09/2024; Aragon;Hotelera;Residentes en el Extranjero;135996;72557
1/09/2024; Aragon;Hotelera;Residentes en Espana;379385;201563
1/09/2024; Principado de Asturias;Albergues;Residentes en el Extranjero;11945;11532
1/09/2024; Principado de Asturias;Albergues;Residentes en Espana;10336;7660
1/09/2024; Principado de Asturias;Alojamientos de Turismo Rural;Residentes en el Extranjero;18913;7443
1/09/2024; Principado de Asturias;Alojamientos de Turismo Rural;Residentes en Espana;80435;25089
1/09/2024; Principado de Asturias;Apartamentos Turisticos;Residentes en el Extranjero;5223;1475
1/09/2024; Principado de Asturias;Apartamentos Turisticos;Residentes en Espana;31066;8057
1/09/2024; Principado de Asturias;Campings;Residentes en el Extranjero;30919;14713
1/09/2024; Principado de Asturias;Campings;Residentes en Espana;83227;13120
1/09/2024; Principado de Asturias;Hotelera;Residentes en el Extranjero;109655;57883
1/09/2024; Principado de Asturias;Hotelera;Residentes en Espana;368182;173381
1/09/2024; Illes Balears;Alojamientos de Turismo Rural;Residentes en el Extranjero;211782;63627
1/09/2024; Illes Balears;Alojamientos de Turismo Rural;Residentes en Espana;24592;10602
1/09/2024; Illes Balears;Apartamentos Turisticos;Residentes en el Extranjero;1105763;212069
1/09/2024; Illes Balears;Apartamentos Turisticos;Residentes en Espana;220591;56207
1/09/2024; Illes Balears;Campings;Residentes en el Extranjero;25268;4032
1/09/2024; Illes Balears;Campings;Residentes en Espana;16028;4230
1/09/2024; Illes Balears;Hotelera;Residentes en el Extranjero;8785376;1581810
1/09/2024; Illes Balears;Hotelera;Residentes en Espana;648603;177476
1/09/2024; Canarias;Albergues;Residentes en el Extranjero;13060;2960
1/09/2024; Canarias;Albergues;Residentes en Espana;2822;987
1/09/2024; Canarias;Alojamientos de Turismo Rural;Residentes en el Extranjero;14305;2663
1/09/2024; Canarias;Alojamientos de Turismo Rural;Residentes en Espana;11205;3760
1/09/2024; Canarias;Apartamentos Turisticos;Residentes en el Extranjero;1680160;204250
1/09/2024; Canarias;Apartamentos Turisticos;Residentes en Espana;312827;66581
1/09/2024; Canarias;Campings;Residentes en el Extranjero;4571;72
1/09/2024; Canarias;Campings;Residentes en Espana;4986;2456
1/09/2024; Canarias;Hotelera;Residentes en el Extranjero;4984628;654422
1/09/2024; Canarias;Hotelera;Residentes en Espana;977858;234498
1/09/2024; Cantabria;Albergues;Residentes en el Extranjero;1155;1105
1/09/2024; Cantabria;Albergues;Residentes en Espana;2669;1194
1/09/2024; Cantabria;Alojamientos de Turismo Rural;Residentes en el Extranjero;18464;9005
1/09/2024; Cantabria;Alojamientos de Turismo Rural;Residentes en Espana;59125;25549
1/09/2024; Cantabria;Apartamentos Turisticos;Residentes en el Extranjero;8831;1778
1/09/2024; Cantabria;Apartamentos Turisticos;Residentes en Espana;46967;11774
1/09/2024; Cantabria;Campings;Residentes en el Extranjero;51608;18443
1/09/2024; Cantabria;Campings;Residentes en Espana;150561;19010
1/09/2024; Cantabria;Hotelera;Residentes en el Extranjero;92635;51039
1/09/2024; Cantabria;Hotelera;Residentes en Espana;229914;102272
1/09/2024; Castilla y Leon;Albergues;Residentes en el Extranjero;25626;21042
1/09/2024; Castilla y Leon;Albergues;Residentes en Espana;36423;22476
1/09/2024; Castilla y Leon;Alojamientos de Turismo Rural;Residentes en el Extranjero;19155;10579
1/09/2024; Castilla y Leon;Alojamientos de Turismo Rural;Residentes en Espana;137091;63206
1/09/2024; Castilla y Leon;Apartamentos Turisticos;Residentes en el Extranjero;13270;5741
1/09/2024; Castilla y Leon;Apartamentos Turisticos;Residentes en Espana;54327;23363
1/09/2024; Castilla y Leon;Campings;Residentes en el Extranjero;42787;22559
1/09/2024; Castilla y Leon;Campings;Residentes en Espana;63877;17698
1/09/2024; Castilla y Leon;Hotelera;Residentes en el Extranjero;256781;169132
1/09/2024; Castilla y Leon;Hotelera;Residentes en Espana;621772;361829
1/09/2024; Castilla - La Mancha;Albergues;Residentes en el Extranjero;5;2
1/09/2024; Castilla - La Mancha;Albergues;Residentes en Espana;4057;2371
1/09/2024; Castilla - La Mancha;Alojamientos de Turismo Rural;Residentes en el Extranjero;2520;1388
1/09/2024; Castilla - La Mancha;Alojamientos de Turismo Rural;Residentes en Espana;64830;29983
1/09/2024; Castilla - La Mancha;Apartamentos Turisticos;Residentes en el Extranjero;5114;1300
1/09/2024; Castilla - La Mancha;Apartamentos Turisticos;Residentes en Espana;29249;11116
1/09/2024; Castilla - La Mancha;Campings;Residentes en el Extranjero;7355;4013
1/09/2024; Castilla - La Mancha;Campings;Residentes en Espana;19715;7983
1/09/2024; Castilla - La Mancha;Hotelera;Residentes en el Extranjero;68707;40051
1/09/2024; Castilla - La Mancha;Hotelera;Residentes en Espana;306076;178261
1/09/2024; Cataluna;Albergues;Residentes en el Extranjero;51006;18353
1/09/2024; Cataluna;Albergues;Residentes en Espana;40856;14352
1/09/2024; Cataluna;Alojamientos de Turismo Rural;Residentes en el Extranjero;24410;8887
1/09/2024; Cataluna;Alojamientos de Turismo Rural;Residentes en Espana;84120;38268
1/09/2024; Cataluna;Apartamentos Turisticos;Residentes en el Extranjero;417484;70354
1/09/2024; Cataluna;Apartamentos Turisticos;Residentes en Espana;221537;47415
1/09/2024; Cataluna;Campings;Residentes en el Extranjero;1291987;199635
1/09/2024; Cataluna;Campings;Residentes en Espana;1008931;244368
1/09/2024; Cataluna;Hotelera;Residentes en el Extranjero;5157732;1461062
1/09/2024; Cataluna;Hotelera;Residentes en Espana;1509369;689468
1/09/2024; Comunitat Valenciana;Albergues;Residentes en el Extranjero;28684;11121
1/09/2024; Comunitat Valenciana;Albergues;Residentes en Espana;11938;5912
1/09/2024; Comunitat Valenciana;Alojamientos de Turismo Rural;Residentes en el Extranjero;7219;2583
1/09/2024; Comunitat Valenciana;Alojamientos de Turismo Rural;Residentes en Espana;24938;11291
1/09/2024; Comunitat Valenciana;Apartamentos Turisticos;Residentes en el Extranjero;654946;114799
1/09/2024; Comunitat Valenciana;Apartamentos Turisticos;Residentes en Espana;523543;93606
1/09/2024; Comunitat Valenciana;Campings;Residentes en el Extranjero;502613;66475
1/09/2024; Comunitat Valenciana;Campings;Residentes en Espana;317023;68406
1/09/2024; Comunitat Valenciana;Hotelera;Residentes en el Extranjero;1674501;443411
1/09/2024; Comunitat Valenciana;Hotelera;Residentes en Espana;1484872;482349
1/09/2024; Extremadura;Albergues;Residentes en el Extranjero;46;46
1/09/2024; Extremadura;Albergues;Residentes en Espana;1589;891
1/09/2024; Extremadura;Alojamientos de Turismo Rural;Residentes en el Extranjero;7241;3334
1/09/2024; Extremadura;Alojamientos de Turismo Rural;Residentes en Espana;41645;18821
1/09/2024; Extremadura;Apartamentos Turisticos;Residentes en el Extranjero;6747;3277
1/09/2024; Extremadura;Apartamentos Turisticos;Residentes en Espana;42770;22561
1/09/2024; Extremadura;Campings;Residentes en el Extranjero;8157;4131
1/09/2024; Extremadura;Campings;Residentes en Espana;25647;7417
1/09/2024; Extremadura;Hotelera;Residentes en el Extranjero;44862;29401
1/09/2024; Extremadura;Hotelera;Residentes en Espana;210484;115346
1/09/2024; Galicia;Albergues;Residentes en el Extranjero;120648;102326
1/09/2024; Galicia;Albergues;Residentes en Espana;80034;74092
1/09/2024; Galicia;Alojamientos de Turismo Rural;Residentes en el Extranjero;19103;14954
1/09/2024; Galicia;Alojamientos de Turismo Rural;Residentes en Espana;28010;14559
1/09/2024; Galicia;Apartamentos Turisticos;Residentes en el Extranjero;23004;10652
1/09/2024; Galicia;Apartamentos Turisticos;Residentes en Espana;57833;19644
1/09/2024; Galicia;Campings;Residentes en el Extranjero;38896;17893
1/09/2024; Galicia;Campings;Residentes en Espana;73056;22608
1/09/2024; Galicia;Hotelera;Residentes en el Extranjero;408935;270270
1/09/2024; Galicia;Hotelera;Residentes en Espana;739485;362163
1/09/2024; Comunidad de Madrid;Albergues;Residentes en el Extranjero;108409;50556
1/09/2024; Comunidad de Madrid;Albergues;Residentes en Espana;27523;15556
1/09/2024; Comunidad de Madrid;Alojamientos de Turismo Rural;Residentes en el Extranjero;2375;1038
1/09/2024; Comunidad de Madrid;Alojamientos de Turismo Rural;Residentes en Espana;19554;11208
1/09/2024; Comunidad de Madrid;Apartamentos Turisticos;Residentes en el Extranjero;156405;41326
1/09/2024; Comunidad de Madrid;Apartamentos Turisticos;Residentes en Espana;93707;28523
1/09/2024; Comunidad de Madrid;Campings;Residentes en el Extranjero;11255;3998
1/09/2024; Comunidad de Madrid;Campings;Residentes en Espana;91795;26314
1/09/2024; Comunidad de Madrid;Hotelera;Residentes en el Extranjero;1413773;645081
1/09/2024; Comunidad de Madrid;Hotelera;Residentes en Espana;931628;548374
1/09/2024; Region de Murcia;Albergues;Residentes en el Extranjero;2217;593
1/09/2024; Region de Murcia;Albergues;Residentes en Espana;1899;1151
1/09/2024; Region de Murcia;Alojamientos de Turismo Rural;Residentes en el Extranjero;1373;114
1/09/2024; Region de Murcia;Alojamientos de Turismo Rural;Residentes en Espana;7757;2854
1/09/2024; Region de Murcia;Apartamentos Turisticos;Residentes en el Extranjero;21854;4397
1/09/2024; Region de Murcia;Apartamentos Turisticos;Residentes en Espana;46767;10038
1/09/2024; Region de Murcia;Campings;Residentes en el Extranjero;44775;7116
1/09/2024; Region de Murcia;Campings;Residentes en Espana;44762;10778
1/09/2024; Region de Murcia;Hotelera;Residentes en el Extranjero;116596;36525
1/09/2024; Region de Murcia;Hotelera;Residentes en Espana;238396;102443
1/09/2024; Comunidad Foral de Navarra;Albergues;Residentes en el Extranjero;54987;53325
1/09/2024; Comunidad Foral de Navarra;Albergues;Residentes en Espana;14043;12287
1/09/2024; Comunidad Foral de Navarra;Alojamientos de Turismo Rural;Residentes en el Extranjero;5906;3144
1/09/2024; Comunidad Foral de Navarra;Alojamientos de Turismo Rural;Residentes en Espana;35784;13592
1/09/2024; Comunidad Foral de Navarra;Apartamentos Turisticos;Residentes en el Extranjero;13852;4633
1/09/2024; Comunidad Foral de Navarra;Apartamentos Turisticos;Residentes en Espana;36490;10059
1/09/2024; Comunidad Foral de Navarra;Campings;Residentes en el Extranjero;21647;9822
1/09/2024; Comunidad Foral de Navarra;Campings;Residentes en Espana;51836;8523
1/09/2024; Comunidad Foral de Navarra;Hotelera;Residentes en el Extranjero;62774;41358
1/09/2024; Comunidad Foral de Navarra;Hotelera;Residentes en Espana;137657;69705
1/09/2024; Pais Vasco;Albergues;Residentes en el Extranjero;24145;15366
1/09/2024; Pais Vasco;Albergues;Residentes en Espana;37757;25515
1/09/2024; Pais Vasco;Alojamientos de Turismo Rural;Residentes en el Extranjero;14009;6644
1/09/2024; Pais Vasco;Alojamientos de Turismo Rural;Residentes en Espana;27284;11559
1/09/2024; Pais Vasco;Apartamentos Turisticos;Residentes en el Extranjero;38168;10751
1/09/2024; Pais Vasco;Apartamentos Turisticos;Residentes en Espana;38020;10979
1/09/2024; Pais Vasco;Campings;Residentes en el Extranjero;63393;30756
1/09/2024; Pais Vasco;Campings;Residentes en Espana;36298;9486
1/09/2024; Pais Vasco;Hotelera;Residentes en el Extranjero;397836;198075
1/09/2024; Pais Vasco;Hotelera;Residentes en Espana;337140;171686
1/09/2024; La Rioja;Albergues;Residentes en el Extranjero;5072;5017
1/09/2024; La Rioja;Albergues;Residentes en Espana;2079;1558
1/09/2024; La Rioja;Alojamientos de Turismo Rural;Residentes en el Extranjero;1721;1036
1/09/2024; La Rioja;Alojamientos de Turismo Rural;Residentes en Espana;5001;2261
1/09/2024; La Rioja;Apartamentos Turisticos;Residentes en el Extranjero;2903;1219
1/09/2024; La Rioja;Apartamentos Turisticos;Residentes en Espana;8648;4212
1/09/2024; La Rioja;Campings;Residentes en el Extranjero;6071;3645
1/09/2024; La Rioja;Campings;Residentes en Espana;19210;5303
1/09/2024; La Rioja;Hotelera;Residentes en el Extranjero;36562;22786
1/09/2024; La Rioja;Hotelera;Residentes en Espana;69205;39738
1/09/2024; Ceuta;Hotelera;Residentes en el Extranjero;2827;1242
1/09/2024; Ceuta;Hotelera;Residentes en Espana;7422;3461
1/09/2024; Melilla;Hotelera;Residentes en el Extranjero;2067;1142
1/09/2024; Melilla;Hotelera;Residentes en Espana;10654;4256
1/10/2024; Andalucia;Albergues;Residentes en el Extranjero;59262;26787
